,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings
1137,Karma,,,"Drama, Mystery, Thriller            ","    The words ""Kali-Yuga"" are heard in the language of traditional Indians. The Sanskrit definitions describe it to mean that this is Age of Iron, of machines, of evil. It is said that mankind ...                See full summary »",0,7.1,79
1138,Murali Krishnudu,1988.0,UA,"Comedy, Romance            ","    Murali Krishnudu is a 1988 Indian Telugu film, Directed by Kodi Ramakrishna and Produced by S Gopal Reddy. The film Stars Nagarjuna, Rajani and G.Maruthi Rao in lead roles. The music of the film was composed by K V Mahadevan.",130,8.1,79
1139,Varasudu,1993.0,,"Action, Drama            ",nan,158,7.0,79
1140,Seetha Rama Kalyanam,1961.0,U,"Drama, Musical            ",    The film depicts the life of Lord Rama from birth to his marriage with Seetha.,182,7.7,79
1141,Rendu Rella Aaru,1985.0,U,Comedy            ,nan,0,7.4,79
1142,Sampoorna Ramayanam,1972.0,U,"Drama, Family, Fantasy            ",    This film depicts the complete life of Sri Rama.,190,7.7,79
1143,Chuttalabbayi,2016.0,UA,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,6.1,78
1144,Columbus,2015.0,UA,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summary »",127,6.9,78
1145,Raagala 24 Gantallo,2019.0,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,5.7,78
1146,Andala Ramudu,2006.0,,Comedy            ,nan,0,5.6,78
1147,Brahma Puthrudu,1988.0,,Drama            ,"    Sridevi's mother is devastated after her husband deserts her. In search for her father, Sridevi finds help from Shakthi.",144,7.9,78
1148,Alibaba Aradajanu Dongalu,1994.0,U,Comedy            ,nan,0,7.1,78
1149,Thipparaa Meesam,2019.0,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77
1150,Sitaara,1983.0,U,"Drama, Romance            ","    Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited.",144,7.6,77
1151,Chettaniki Kallu Levu,1981.0,A,"Action, Drama, Crime            ","    As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summary »",141,7.8,77
1152,Manasuku Nachindhi,2018.0,,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summary »",148,6.1,76
1153,Om 3D,2013.0,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76
1154,Action,2013.0,,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summary »",146,5.0,76
1155,Dongala Bandi,2008.0,,Comedy            ,nan,0,6.0,76
1156,Sultan,1999.0,U,Family            ,nan,143,5.7,76
1157,Love Today,2004.0,,"Drama, Romance            ",nan,0,7.8,76
1158,Samanyudu,2006.0,UA,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summary »,0,7.2,76
1159,Sathruvu,1990.0,,"Action, Drama            ","    Shatruvu / Satruvu is the story of Ashok (Venkatesh), a junior lawyer who works for advocate Durga Prasad (Vijay Kumar), a fighter of justice. Durga Prasad gathers evidence against ...                See full summary »",138,7.5,76
1160,Gandeevam,1994.0,U,Drama            ,"    The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summary »",0,6.5,76
1161,Punnami Naagu,1980.0,U,"Drama, Horror            ","    Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summary »",130,7.4,76
1162,Jyothi Lakshmi,2015.0,,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.,135,5.8,75
1163,Avakai Biryani,2008.0,U,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,6.9,75
1164,Lorry Driver,1990.0,,"Action, Crime            ","    When a lorry driver helps the cops catch the man responsible for the murder of a bank manager, he unearths a counterfeit money scam. Unfortunately, this does not go down well with the mastermind behind the scheme.",135,7.3,75
1165,Padaharella Vayasu,1978.0,U,Drama            ,    Angara satyam is the producer of this movie,140,7.7,75
1166,Prananiki Pranam,1990.0,,"Action, Drama, Family            ",nan,130,8.2,74
1167,Akasa Veedhilo,2001.0,,"Drama, Family            ",nan,0,4.9,74
1168,Totti Gang,2002.0,,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys.",0,6.7,74
1169,Allari,2002.0,,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.,0,6.7,73
1170,Savitri,2016.0,,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summary »",128,5.9,72
1171,Peddinti Alludu,1991.0,,"Comedy, Romance            ",nan,0,8.5,72
1172,143,2004.0,,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more.",143,5.2,72
1173,Superman,1980.0,Unrated,"Fantasy, Musical, Sci-Fi            ",    An alien orphan is sent to earth where he becomes a superhero.,135,4.9,72
1174,Abhinandana,1988.0,,"Drama, Romance            ",    She loves someone but marries someone else. All three lives struggle until a solution is found.,130,7.5,72
1175,Justice Chowdhary,1982.0,U,"Action, Drama            ",    A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.,141,6.9,72
1176,Gharana Bullodu,1995.0,U,"Comedy, Romance            ",nan,146,6.4,72
1177,Intlo Ramayya Veedilo Krishnayya,1982.0,U,"Comedy, Drama, Romance            ",nan,125,7.6,72
1178,Anna Thamudu,1990.0,,"Action, Drama            ",nan,126,7.5,72
1179,Krishnamma Kalipindi Iddarini,2015.0,,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summary »,0,7.3,71
1180,Nandhi,2002.0,UA,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,7.2,71
1181,Sons of Ram,2012.0,U,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »",85,6.5,71
1182,Kondapalli Raja,1993.0,U,"Action, Drama            ",nan,0,6.9,71
1183,Bava Nachadu,2001.0,,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.,0,3.9,71
1184,Seema Simham,2002.0,,"Action, Drama            ",nan,0,5.0,71
1185,Sandade Sandadi,2002.0,,"Comedy, Drama            ",nan,0,6.1,71
1186,Donga Ramudu,1988.0,U,Action            ,nan,135,7.5,71
1187,Vetagadu,1979.0,U,"Action, Drama            ",    Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.,161,6.9,71
1188,Sher,2015.0,UA,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,4.8,70
1189,Kaamannana Makkalu,2008.0,UA,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,6.8,70
1190,Vinayakudu,2008.0,U,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,7.1,70
1191,Dongaata,1996.0,,Drama            ,    A thief finds an innocent lady in the train who travels from her home town to city to meet her loved one. In the mean while the thief gets closer to the lady to rob her necklace. Later she ...                See full summary »,0,6.9,70
1192,90 ML,,A,"Action, Drama, Romance            ",    Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know...                See full summary »,159,4.9,70
1193,Kathanam,2019.0,UA,"Mystery, Thriller            ",    Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,117,3.9,70
1194,Ramudu Bheemudu,1964.0,U,"Comedy, Drama            ",    The story of two look alikes Ramudu and Bheemudu.,167,7.5,70
1195,Patel S.I.R,2017.0,,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summary »",130,5.4,69
1196,Nagarahaavu,2016.0,UA,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.,142,5.5,69
1197,Selfie Raja,2016.0,,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies.",128,5.6,69
1198,Wish You Happy Breakup,2016.0,UA,"Comedy, Drama, Romance            ","    The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a ...                See full summary »",107,7.4,69
1199,Lovers,2014.0,,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summary »",130,6.6,69
1200,Ramudochhadu,1996.0,U,"Action, Comedy, Drama            ",    A rivalry between two influential families creates a rift between the villagers.,125,6.2,69
1201,Radha Gopalam,2005.0,,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?,153,6.3,69
1202,Donga Mogudu,1987.0,U,"Action, Comedy            ","    It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy.",168,7.3,69
1203,Rangula Raatnam,2018.0,U,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summary »",137,6.2,68
1204,Adda,2013.0,,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,6.0,68
1205,Kalidasu,,,"Action, Drama, Romance            ",nan,0,3.7,68
1206,Ela Cheppanu,2003.0,,Romance            ,nan,0,6.1,68
1207,Vishwanatha Nayakudu,1987.0,U,"Action, Drama, History            ",    The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summary »,154,7.7,68
1208,Sri Madvirat Veera Brahmendra Swamy Charitra,1984.0,U,"Drama, History, Musical            ",    The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.,173,7.7,68
1209,Brahma,2014.0,UA,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summary »",0,5.4,67
1210,Madatha Kaaja,2011.0,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67
1211,Dollar Dreams,2000.0,U,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,7.9,67
1212,Betting Bangarraju,2010.0,U,Comedy            ,nan,0,6.3,67
1213,Athili Sathibabu LKG,2007.0,UA,Comedy            ,nan,149,5.3,67
1214,Vinara sodara veera kumara,2019.0,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summary »,0,7.6,67
1215,Tenali Ramakrishna,,U,"Comedy, Drama            ","    This film is based on a famous Telugu poet "" Tenali Ramakrishna """,204,7.9,67
1216,Maharshi,1988.0,U,Romance            ,"    After a college student becomes obsessed with a co-ed, she and her husband attempt to heal him, with dangerous consequences.",132,7.9,67
1217,Idi Kathakaadu,1979.0,U,"Drama, Family            ",nan,0,8.1,67
1218,Agni Nakshatram,1989.0,,Drama            ,nan,0,8.5,67
1219,Bandipotu,2015.0,,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.,140,6.2,66
1220,Onamalu,2012.0,U,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!,0,8.0,66
1221,Vaana,2008.0,U,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.,0,6.5,66
1222,Jodi,2019.0,,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,6.2,66
1223,Madhumasam,2007.0,U,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,6.6,66
1224,Bhakta Prahlada,1932.0,U,"Drama, Fantasy            ",    Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.,108,7.1,66
1225,Team 5,2017.0,U,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,4.4,65
1226,Sandhippoma,1998.0,,"Drama, Romance            ","    Two friends, who've known each other for a while, fall in love. But, their relationship is thrown in turmoil when the boy's father is in the news for a secret relationship.",136,8.2,65
1227,Ice Cream 2,2014.0,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65
1228,Okkadine,2013.0,,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,5.6,65
1229,Kiccha Huccha,2010.0,UA,"Drama, Romance            ",nan,139,6.0,65
1230,Visakha Express,2008.0,A,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,5.0,65
1231,Aaviri,2019.0,UA,"Drama, Thriller            ","    After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",0,4.5,65
1232,Brindavanam,1992.0,U,"Comedy, Drama            ",    Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summary »,153,7.4,65
1233,Rudranetra,1989.0,U,"Action, Crime, Thriller            ",    Agent Nethra is summoned to stop a maniac out to poison India.,126,6.7,65
1234,Kaali,1980.0,A,"Action, Drama            ",nan,0,6.3,65
1235,Bobbili Puli,1982.0,A,"Action, Drama            ",    The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.,169,7.0,65
1236,Manavoori Pandavulu,1978.0,U,Drama            ,    5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summary »,152,8.2,65
1237,Next Nuvve,2017.0,A,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,5.8,64
1238,Joru,2014.0,,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,5.6,64
1239,Ko antey koti,2012.0,,"Comedy, Crime, Romance            ",nan,0,6.2,64
1240,Kalyan Ram Kathi,2010.0,UA,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,6.0,64
1241,Priyamyna Neeku...,2001.0,,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summary »",0,6.8,64
1242,Vamsodharakudu,2000.0,,Drama            ,nan,0,6.4,64
1243,Super Police,1994.0,,"Action, Thriller            ",nan,95,5.6,64
1244,Bamma Maata Bangaru Baata,1990.0,U,"Comedy, Drama            ",    Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summary »,153,7.2,64
1245,Mantra 2,2013.0,,"Comedy, Crime, Horror            ",    A girl living with an old couple in their house as paying guest finds out that the old couple died years ago and the house where she lives is seized by police.,88,4.5,63
1246,Prema Ishq Kaadhal,2013.0,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63
1247,Galipatam,2014.0,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »",135,5.7,63
1248,Katha,2009.0,,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summary »,0,6.5,63
1249,Peddannayya,1997.0,,Drama            ,nan,146,7.6,63
1250,Lakshmi Kalyanam,2007.0,,"Action, Drama            ",nan,0,5.3,63
1251,Avunanna Kadanna,2005.0,U,Romance            ,"    Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summary »",0,5.7,63
1252,Bava Bava Panneeru,1989.0,U,Comedy            ,"    Kota Srinivasa Rao is a wealthy man, with poor relatives waiting for him to die so that they can get their hands on his money. Kota wants to get married so that he can leave his health to ...                See full summary »",0,7.5,63
1253,Balakrishnudu,2017.0,UA,"Action, Comedy, Romance            ","    A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",130,4.6,62
1254,Partha,2003.0,UA,"Action, Romance            ",nan,147,7.1,62
1255,Athade Oka Sainyam,2004.0,,Action            ,nan,0,7.1,62
1256,Rakshana,1993.0,,Drama            ,nan,0,7.2,62
1257,Garam,2016.0,UA,"Action, Romance            ","    An unemployed troublemaker is forced by his father to leave home and go in search of work to the city of Hyderabad, where the youngster promptly falls in love. Can he learn responsibility and protect his loved ones?",147,4.9,61
1258,Raja Cheyyi Vesthe,2016.0,,"Action, Romance, Thriller            ","    An aspiring film director narrates a breath-taking story to his girlfriend in a coffee shop. An unknown message knocks the door the next day, asking him to write a love story. He sends his ...                See full summary »",144,5.7,61
1259,It's My Love Story,2011.0,,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summary »,0,5.9,61
1260,Okariki Okaru,2003.0,U,Romance            ,nan,0,7.7,61
1261,Kurradu,2009.0,A,Action            ,    Varun is a youngster from a middle class family. He is passionate about bikes and it's his dream to own a bike. Varun buys a bike and uses it positively to get a job of recovery agent for a...                See full summary »,133,4.5,61
1262,Homam,2008.0,UA,Action            ,    Telugu version of The Departed.,148,5.8,61
1263,Raahu,2020.0,A,Thriller            ,"    Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",123,6.6,61
1264,Gulebakavali Katha,1962.0,U,"Musical, Drama, Fantasy            ",    The adventurous journey of a prince to achieve a magical flower to bring back his father's vision.,0,8.2,61
1265,Nene Raju Nene Manthri,1987.0,,nan,nan,0,8.0,61
1266,Osey Ramulamma,1997.0,A,"Action, Drama            ",nan,0,7.5,61
1267,Trinetrudu,1988.0,U,"Action, Crime, Thriller            ",    CBI Officer Abhimanyu vows to take out the Drug lord DD and the drug mafia in Goa.,145,7.3,61
1268,Oka Oori Katha,1977.0,,"Comedy, Drama            ","    The father of a son living on the fringes of a village believes that working is a fools game, for the lord takes what little the workers make. When a young woman enters their home tensions begin to rise and their idle life is threatened.",116,7.5,61
1269,Bhale Manchi Chowka Beram,2018.0,UA,"Comedy, Drama, Thriller            ",    Two friends try to sell country's secrets to terrorists and face some dramatic consequences.,134,6.4,60
1270,Bhairava Geetha,2018.0,,Drama            ,"    Bhairava Geetha is a bilingual presented by Ram Gopal Varma. Story of Geetha (Irra Mor), who belongs to a family with a hard-core faction backdrop, returns to her village after her ...                See full summary »",119,5.0,60
1271,Naanna Nenu Naa Boyfriends,2016.0,UA,Family            ,    Padmavati / Paddu (Hebah Patel) is the adored daughter of Raghava Rao (Rao Ramesh). A Prophesier prophesied Raghava Rao that if he refuses to accept any of her daughter's wish then she will...                See full summary »,140,4.5,60
1272,Basanti,2014.0,UA,Action            ,    A group of students are taken as hostages in their own 'Basanti College' by a gang of terrorists.,122,6.5,60
1273,Mansara,2010.0,,Drama            ,"    A magnificent love story that tests the emotional strength of true love when it is pitted against the brutal force of the martial art, Kalaripayittu.",0,7.2,60
1274,Gaayam 2,2010.0,,"Action, Crime, Drama            ","    Ram is a restaurant owner in Bangkok. Ram leads his life happily with his wife Vidya and adopted son Chaitanya. One day, psychopath killers attempt to molest a female worker at Ram""s ...                See full summary »",0,5.4,60
1275,Village lo Vinayakudu,2009.0,U,Action            ,    Karthik (Krishnudu) runs a play school in Hyderabad and his girl friend Kavya is a doctor. Kavya goes to her village Rajolu to stay with her combined family to attend the engagement of her ...                See full summary »,0,6.7,60
1276,Abbaigaru,1993.0,,Drama            ,nan,0,7.2,60
1277,Ammo Okato Tariku,2000.0,,Family            ,    A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,0,7.3,60
1278,Raksha,2008.0,,Horror            ,    Jagapathi Babu(Rajiv) who is an Atheist finds demonic Behavior in his Daughter Raksha. He then later finds out that it is not a ghost but the possessive power out of some ones Evil Plans.,0,6.1,60
1279,Stoovertpuram Police Station,1991.0,U,"Action, Drama            ","    The village of Stoovertpuram has always lived in fear and loathing of the police, who they see as a major force of oppression, and a toy of the rich, wealthy and influential, and will have ...                See full summary »",148,6.6,60
1280,Srimanthudu,1971.0,U,"Drama, Romance            ","    Srimanthudu is a 1971 Indian Telugu film, directed by K. Pratyagatma and Produced by G. Radhakrishna Murthy. The film stars Akkineni Nageswara Rao and Jamuna in lead roles. The music of the film was composed by T. Chalapathi Rao.",149,7.2,60
1281,Lakshmi Raave Maa Intiki,2014.0,,"Drama, Family, Romance            ","    Even after knowing that the girl of his dreams and the one he is in love with has been promised to another man, Sai intends to win over her father's heart to ask him for the girl's hand in marriage.",152,4.5,59
1282,Mr. Theertha,2010.0,UA,"Action, Drama, Family            ","    A school teacher wants his son to study mathematics, but he aspires to become a mechanic.",137,6.5,59
1283,Ee Abbai Chala Manchodu,2003.0,U,Comedy            ,nan,0,5.1,59
1284,Yemaindi Ee Vela,2010.0,,"Drama, Romance            ",nan,0,5.4,59
1285,Aadu Puli Attam,1977.0,U,"Action, Drama, Thriller            ","    The movie starts with Madan and Rajini, close associates, playing this game in a bar. When the game is finished, the couple, along with their gang ransack the bar and loot the money. In ...                See full summary »",136,6.6,59
1286,Subhakankshalu,1998.0,U,"Comedy, Drama            ",nan,154,7.3,59
1287,Samsaaram Oka Chadarangam,1987.0,U,Drama            ,    Maintaining a family is not an easy task. The story of a joint family who need to overcome all the misunderstandings in order to lead a happy life.,0,8.0,59
1288,Intinti Bhagavatham,1988.0,,nan,nan,0,8.1,59
1289,Driver Ramudu,1979.0,U,"Action, Drama            ",    Ramu is a truck driver. He is a very honest person. But he gets implicated in a smuggling case. He finally proves his innocence to overcome all the problems.,145,8.1,59
1290,Saradaga Kasepu,2010.0,U,Comedy            ,nan,125,5.6,58
1291,Snehithuda,2009.0,,Romance            ,nan,0,5.6,58
1292,Kaasi,2004.0,,Romance            ,nan,0,6.7,58
1293,Prema Pipasi,2020.0,A,Romance            ,    A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,142,8.2,58
1294,Uyarntha Ullam,1985.0,U,"Action, Drama, Romance            ",nan,0,7.3,58
1295,Pekata Paparao,1993.0,U,"Drama, Comedy            ",nan,0,6.8,58
1296,Praja pratinidhi,1988.0,,Comedy            ,"    Indian Telugu film starring Krishna, Jayasudha, Sobhana,Shavukar Janaki and Jayamalini in lead roles.",131,8.4,58
1297,Meghasandesam,1983.0,U,"Drama, Musical            ","    Ravindra Babu, a great poet marries a simple woman. But things changes a lot after he starts liking another woman.",151,7.5,58
1298,Joker,1993.0,U,"Drama, Comedy, Family            ","    A philandering architect masquerades as a cook in a colleague's home, in order to woo her.",0,7.1,58
1299,Marana Mrudangam,1988.0,U,Action            ,nan,137,7.6,58
1300,Maa Bhoomi,1979.0,A,Drama            ,    The film depicts a typical life of villagers under feudalistic society in Telangana region. The film follows the story of a young landless Telangana peasant named Ramaiah (Sai Chand) from ...                See full summary »,158,8.3,58
1301,Kerintha,2015.0,U,"Drama, Romance            ",    Journey of six students through out their college life where each one has their own issues to deal with.,141,6.5,57
1302,Tripura,2015.0,,"Comedy, Horror            ",    Tripura (Swathi) is village girl who has weird dreams and all those dreams come true.She one day dreams that she will kill her Husband.,151,5.7,57
1303,123,2002.0,,Comedy            ,"    Three men, each with their own special needs, all fall in love with the same woman.",127,5.7,57
1304,Jaffa,2013.0,,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away.",160,4.8,57
1305,Jai Bolo Telangana,2011.0,,History            ,nan,0,6.7,57
1306,Nee Sneham,2002.0,,Drama            ,nan,141,6.4,57
1307,Maro Charitra,2010.0,U,Romance            ,    Maro Charitra is an adaptation of the classic 1978 film of the same name by K Balachander.,0,3.4,57
1308,Aswamedham,1992.0,U,"Action, Drama            ","    Abhimanyu (Shobhan Babu) is an honest IPS officer who arrests an international mafia don smuggler Vyaghra (Amrish Puri), but Vyaghra somehow escapes from the prison. Kiriti (Nandamuri ...                See full summary »",0,7.1,57
1309,Rachayitha,2018.0,,Romance            ,"    Aditya Varma's love for Padmavati makes him want to give her a new life as she is desolated but she starts to behave in a strange manner. What happens next, forms the crux.",122,7.2,56
1310,Terror,2016.0,UA,"Action, Thriller            ",    A disgraced cop races against time to prevent an imminent terror attack and discovers the involvement of corrupt politicians and officers from his own department.,130,7.1,56
1311,Avunu Part 2,2015.0,,"Horror, Thriller            ",    The lustful spirit of Captain Raju stalks Mohini till the end in this continuation of the first part. A true part 2 in the sense that the second part picks up from exactly the same shot from where the first part ended.,198,4.9,56
1312,Kashi from Village,2005.0,U,"Action, Drama            ","    Kashi is a family man, who will go great lengths to do anything for his family.",143,6.6,56
1313,Aadu Magaadra Bujji,2013.0,,"Action, Comedy, Romance            ","    Siddhu, a naughty easy going guy falls in love with Indu. But Indu is the sister of Cherry who keeps on protecting his sister from others' eyes. But on the other hand Cherry he loves Anjali...                See full summary »",141,5.9,56
1314,Papikondalu,1986.0,,nan,nan,0,8.3,56
